Nivelcurso;Campus;Unidade;OrgCo[DivDec];OrgCo[ImplDec];OrgCo[RepOrgCol];AvaliaSetores[PROAE];AvaliaSetores[PROPP];AvaliaSetores[PRGRA];AvaliaSetores[PROEX];AvaliaSetores[PRCUL];AvaliaSetores[PROINOV];AvaliaSetores[DRI];AvaliaSetores[DIAAF];AvaliaSetores[COORD];AvaliaSetores[OUVID];AvaliaSetores[CATEND];EstReg;RAGRI;CPA;AplRF[DAtEn];AplRF[DAtPe];AplRF[DAtEx];AplRF[DAtInov];AplRF[AqEqi];AplRF[MAREF];AplRF[BProj];AplRF[BMoTP];AplRF[CAVS];TrInv;Qaberta
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Concordo totalmente;Concordo;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Concordo totalmente;Concordo;Concordo;Concordo;Discordo;Discordo;Não sei / Não se aplica;Concordo;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Letras;Discordo;Discordo;Discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo totalmente;Discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;ICB – Instituto de Ciências Biológicas;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo totalmente;Concordo;Concordo;Concordo;Concordo totalmente;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Discordo;Discordo totalmente;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Odontologia;Concordo;Concordo;Concordo;Concordo totalmente;Concordo;Concordo;Concordo totalmente;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;Faculdade de Educação;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;ICSA - Instituto de Ciências Sociais Aplicadas (Governador Valadares);Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Concordo;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;
Pós-graduação (lato ou stricto sensu);UFJF - campus Governador Valadares;ICV - Instituto de Ciências da Vida (Governador Valadares);Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Discordo totalmente;Discordo totalmente;Concordo;Concordo;Concordo;Concordo totalmente;Construir um campus em Governador Valadares, ou emancipar o Campus para que tenha autonomia no desenvolvimento.
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Outra;Concordo;Não concordo nem discordo;Concordo;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Medicina;Concordo;Concordo;Discordo;Não concordo nem discordo;Concordo;Discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Concordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Concordo;Discordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;Faculdade de Educação;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Não concordo nem discordo;Discordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;Faculdade de Letras;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo totalmente;Concordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Concordo;Concordo totalmente;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Economia;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;ICSA - Instituto de Ciências Sociais Aplicadas (Governador Valadares);Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Concordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICB – Instituto de Ciências Biológicas;Discordo;Discordo;Discordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Concordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Letras;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Educação;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Discordo totalmente;Não sei / Não se aplica;Concordo;Concordo;Discordo;Concordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Administração e Ciências Contábeis;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Discordo;Concordo;Concordo;Concordo;Concordo;Discordo;Discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;ICE – Instituto de Ciências Exatas;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;CEAD - Centro de Educação a Distância;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;ICE – Instituto de Ciências Exatas;Discordo totalmente;Discordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Discordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;Não sei / Não se aplica;Não concordo nem discordo;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo totalmente;"Transparência nas decisões dos colegiados de pós-graduação, principalmente em questões que atinge diretamente o futuro do discente.
Recentemente fui desligado do PPGMC por decisão do colegiado de forma INJUSTA E DESONESTA.
Injusta pois só fui comunicado com a decisão já tomada e a oportunidade de defesa apenas como formalidade. 
Desonesta pois acredito que (embora não me deram a oportunidade de estar presente em uma reunião importante para o meu futuro) que a defesa prestada pelo orientador não foi correta, pois considero que o mesmo cometeu os principais erros da pesquisa. 
Mesmo assim reingressei por meio de um novo processo seletivo, mas o regulamento de Pós-graduação exige fazer 50% das disciplinas e as atividades de estágio em docência e a participação em seminários o que é errado pois já tenho um curso totalmente concluído só falta defender a pesquisa.
Sugiro rever o regulamento de pós-graduação no que se refere ao reingresso de alunos.
Que as reuniões dos colegiados sejam transparentes e que decisões já tomadas possam ser revistas.
OBS: Não faço questão de anonimato."
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Farmácia;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Direito;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Discordo totalmente;Discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - Polos de EaD;CEAD - Centro de Educação a Distância;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Discordo;Discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Administração e Ciências Contábeis;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não sei / Não se aplica;Concordo totalmente;Discordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICE – Instituto de Ciências Exatas;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não sei / Não se aplica;Discordo totalmente;Não sei / Não se aplica;Discordo totalmente;Discordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;"Os alunos são, sempre que possível, prejudicados e não têm a quem recorrer quando os professores fazem o que querem com os nossos tempos que são disperdissados em sala de aula.
       Os professores são irresponsáveis e até inventam fórmulas que não existem para nos prejudicar, além de que os conteúdos exercidos em sala de aula não são válidos nas avaliações."
Graduação (presencial ou a distância);UFJF - Polos de EaD;CEAD - Centro de Educação a Distância;Concordo totalmente;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Concordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo totalmente;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Concordo;Concordo totalmente;
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;ICV - Instituto de Ciências da Vida (Governador Valadares);Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Concordo;Concordo;Concordo;Concordo;Discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Administração e Ciências Contábeis;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Discordo totalmente;Não sei / Não se aplica;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - Polos de EaD;Faculdade de Educação Física;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Preciso de mais tempo na Instituição para que minhas avaliações sejam coerente, uma critica tenho a avaliação de cor/raça quase acionei a justiça para garantir minha vaga. Esse ano será diferente.
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Outra;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Concordo;Discordo;Discordo;Discordo totalmente;Discordo;Discordo totalmente;Discordo;Discordo;Discordo totalmente;Concordo totalmente;Discordo totalmente;Faltam recursos em todas as áreas do curso de Medicina Veterinária, nosso prédio no centro está aos pedaços, todo o tipo de material e estrutra da clínica veterinária de ensino está decadente, nossos equipamentos estão estragados há tempos e os alunos tem que se juntar para comprar materiais cirúrgicos que acabaram para conseguir ter aula, uma vergonha completa !
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICB – Instituto de Ciências Biológicas;Discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Não concordo nem discordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo;Não sei / Não se aplica;Concordo totalmente;Não concordo nem discordo;Discordo;Concordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;Não sei / Não se aplica;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo;Não sei / Não se aplica;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Discordo;Discordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;o dinheiro tem que ser melhor utilizado, tem monitores que recebem e nem vão trabalhar, tem bolsista que recebem bolsa de transporte e moram a metros da ufjf, tem bolsista que precisam de ajuda mesmo, mas não querem estudar, só estao na federal por causa do salario minimo que recebem de bolsa todos os meses sem passar nas matérias direito, ficando na uf só por causa do dinheiro que conseguem
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Fisioterapia;Concordo;Concordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo totalmente;Concordo;Concordo;Concordo totalmente;Concordo totalmente;Discordo totalmente;Concordo;Concordo;Concordo;Concordo;Discordo;Discordo;Concordo totalmente;Concordo totalmente;Concordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Direito;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Discordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo totalmente;Discordo totalmente;Discordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICE – Instituto de Ciências Exatas;Não concordo nem discordo;Concordo;Concordo;Não sei / Não se aplica;Concordo;Discordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Concordo;Concordo totalmente;Discordo;Não sei / Não se aplica;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo totalmente;Concordo;Não sei / Não se aplica;Discordo;Concordo;Concordo;Discordo;Concordo;Não sei / Não se aplica;"Quanto ao investimento na infraestrutura e nas estruturas físicas de circulação da UFJF, gostaria de deixar uma sugestão de interesse estudantil e populacional. Atualmente, um número considerável de estudantes residentes do São Pedro em ruas como R. Aristóteles Braga, R. José Thome de Souza, R. Waldemar Bracher, R. Alberto Pinto, R. Emanuel Alves Rates, dentre outras próximas, precisam, para acessar áreas do campus como (ICE, RU, Engenharia, ICB, etc), fazê-lo pelo Portão Norte da UFJF, realizando longa travessia pelo ""escadão"" ou via local para chegar até esses espaços. Contudo, em tempos passados, existia um portão de acesso à região próxima ao ICE, mais especificamente Prédio de Materiais, pela Rua José Thome de Souza. Creio que a reconstrução desse acesso seria de imensa valia para a população do bairro, haja vista que um grande número de estudantes teriam uma travessia mais curta, próxima de suas residências, não só melhorando a qualidade de acesso desses estudantes, como aumentando a segurança da região e do campus através do tráfego de pessoas, e desafogando o tráfego via escadão e a quantidade de estudantes utilizando os ônibus circulares."
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;Faculdade de Medicina;Discordo totalmente;Discordo totalmente;Discordo totalmente;Concordo totalmente;Discordo;Concordo;Concordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Concordo;Discordo;Concordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Concordo;Não concordo nem discordo;Concordo totalmente;Discordo totalmente;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Não sei / Não se aplica;Concordo;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Concordo;Discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;Faculdade de Fisioterapia;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Economia;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo totalmente;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;ICSA - Instituto de Ciências Sociais Aplicadas (Governador Valadares);Concordo totalmente;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Outra;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo;Discordo totalmente;Discordo;Discordo;Não sei / Não se aplica;Discordo;Não concordo nem discordo;Discordo totalmente;Discordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Administração e Ciências Contábeis;Concordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Discordo totalmente;
